City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
362,seoul,37.5683,126.9778,286.84,56,0,2.57,KR,1651685444
363,raudeberg,61.9875,5.1352,282.01,78,100,9.26,NO,1651685469
364,bahir dar,11.5936,37.3908,298.86,34,54,2.32,ET,1651685470
365,ridgecrest,35.6225,-117.6709,297.95,16,40,2.06,US,1651685470
366,maltahohe,-24.8333,16.9833,291.86,24,0,3.28,NA,1651685471
367,winneba,5.3511,-0.6231,301.36,78,41,5.1,GH,1651685471
368,popondetta,-8.7537,148.2534,296.13,97,24,1.27,PG,1651685242
369,takhtamygda,54.1,123.5667,268.54,97,27,1.29,RU,1651685472
370,dankaur,28.35,77.55,305.11,28,74,3.53,IN,1651685473
371,sri aman,1.2376,111.4621,298.2,94,100,0.0,MY,1651685474
372,margate,51.3813,1.3862,287.98,85,97,1.34,GB,1651685474
373,accra,5.556,-0.1969,303.38,70,0,3.6,GH,1651685305
374,palu,-0.8917,119.8707,297.7,96,100,1.23,ID,1651685475
375,tacna,-18.0056,-70.2483,293.26,56,0,2.06,PE,1651685475
376,helden,51.115,7.9519,289.73,76,84,2.0,DE,1651685477
377,bethel,41.3712,-73.414,286.2,92,100,1.54,US,1651685477
378,yatou,37.15,122.3833,286.78,74,1,6.52,CN,1651685478
379,butembo,0.15,29.2833,288.07,97,83,1.57,CD,1651685478
380,balad,34.0164,44.1453,302.76,11,0,4.96,IQ,1651685479
381,turukhansk,65.8167,87.9833,272.99,93,100,11.17,RU,1651685480
382,mujiayingzi,42.1167,118.7833,296.34,14,94,9.57,CN,1651685480
383,surt,31.2089,16.5887,293.64,61,1,8.66,LY,1651685481
384,korla,41.7597,86.1469,298.84,16,100,5.31,CN,1651685481
385,melong,5.1218,9.9614,294.51,96,87,0.39,CM,1651685482
386,boende,-0.2167,20.8667,298.37,81,91,0.75,CD,1651685482
387,eureka,40.8021,-124.1637,288.26,88,88,0.89,US,1651685483
388,evensk,61.95,159.2333,272.21,93,100,1.14,RU,1651685483
389,sallanches,45.9442,6.6316,289.68,83,73,1.0,FR,1651685420
390,saint-georges,12.0564,-61.7485,302.97,70,20,10.29,GD,1651685267
391,monrovia,6.3005,-10.7969,302.28,71,52,3.2,LR,1651685255
392,whitehorse,60.7161,-135.0538,279.32,59,75,5.66,CA,1651685485
393,marawi,7.9986,124.2928,293.94,93,88,0.7,PH,1651685485
394,walvis bay,-22.9575,14.5053,301.68,26,0,3.09,NA,1651685485
395,chekhov,55.1431,37.4711,279.09,63,45,3.42,RU,1651685486
396,woodstock,43.1334,-80.7497,287.49,82,91,6.26,CA,1651685486
397,sorland,67.667,12.6934,276.07,71,100,8.64,NO,1651685487
398,urucara,-2.5364,-57.76,300.72,85,76,2.23,BR,1651685487
399,iralaya,15.0,-83.2333,302.11,73,62,5.79,HN,1651685488
400,vredendal,-31.6683,18.5012,294.61,34,34,2.31,ZA,1651685488
401,waling,27.9833,83.7667,294.5,75,81,1.38,NP,1651685489
402,alappuzha,9.49,76.3264,301.44,80,73,4.52,IN,1651685490
403,kaz,52.9113,87.3105,276.29,44,66,3.99,RU,1651685490
404,bontang,0.1333,117.5,298.37,92,100,2.47,ID,1651685491
405,acari,-15.4311,-74.6158,299.16,56,25,4.41,PE,1651685491
406,kvitok,56.0724,98.4813,272.07,86,70,1.57,RU,1651685492
407,cap-aux-meules,47.3821,-61.8597,280.18,70,75,7.2,CA,1651685492
408,sanmenxia,34.7747,111.1814,291.76,48,14,2.23,CN,1651685493
409,betafo,-19.8333,46.85,287.61,90,64,2.67,MG,1651685494
410,ostersund,63.1792,14.6357,280.4,49,0,2.06,SE,1651685318
411,kurchum,48.5722,83.6542,285.74,56,100,1.79,KZ,1651685495
412,onda,39.9667,-0.25,288.62,60,99,2.97,ES,1651685496
413,touros,-5.1989,-35.4608,301.14,80,65,6.7,BR,1651685496
414,mamallapuram,12.6264,80.1722,303.74,83,20,3.27,IN,1651685497
415,pontianak,-0.0333,109.3333,298.14,94,75,0.0,ID,1651685498
416,victoria,22.2855,114.1577,297.69,80,37,3.58,HK,1651685498
417,son la,21.3167,103.9,291.18,68,35,1.61,VN,1651685498
418,nelson bay,-32.7167,152.15,291.53,95,89,4.0,AU,1651685500
419,rawson,-43.3002,-65.1023,294.09,39,100,8.3,AR,1651685501
420,poronaysk,49.2167,143.1167,272.97,92,16,2.07,RU,1651685501
421,nanortalik,60.1432,-45.2371,273.93,80,46,4.16,GL,1651685501
422,norman wells,65.282,-126.8329,278.17,70,100,5.14,CA,1651685502
423,caconda,-13.7333,15.0667,288.97,58,6,1.55,AO,1651685502
424,havoysund,70.9963,24.6622,271.28,62,100,4.34,NO,1651685504
425,los llanos de aridane,28.6585,-17.9182,292.01,75,75,7.2,ES,1651685473
426,ginda,30.6945,78.4932,288.78,53,53,3.51,IN,1651685505
427,sibolga,1.7427,98.7792,298.15,89,100,1.02,ID,1651685505
428,kailua,21.4022,-157.7394,296.75,86,57,3.58,US,1651685506
429,marica,-22.9194,-42.8186,306.12,66,13,3.13,BR,1651685506
430,rodrigues alves,-7.738,-72.6509,304.26,99,100,1.87,BR,1651685507
431,bilma,18.6853,12.9164,310.44,10,100,3.28,NE,1651685508
432,nishihara,26.1842,127.7558,295.18,97,100,5.66,JP,1651685509
433,antofagasta,-23.65,-70.4,291.75,63,6,2.63,CL,1651685489
434,plettenberg bay,-34.0527,23.3716,290.35,92,93,1.38,ZA,1651685254
435,yaan,7.3833,8.5667,301.5,57,73,0.21,NG,1651685510
436,baisha,26.5222,110.9311,291.38,70,66,1.32,CN,1651685511
437,safaga,26.7292,33.9365,300.62,40,10,8.85,EG,1651685348
438,emerald,-23.5333,148.1667,291.23,100,17,2.57,AU,1651685512
439,asau,46.4333,26.4,288.66,84,94,1.76,RO,1651685512
440,inirida,3.8653,-67.9239,305.19,57,94,1.29,CO,1651685513
441,majene,-3.5403,118.9707,298.97,86,99,1.75,ID,1651685514
442,luderitz,-26.6481,15.1594,292.45,58,6,2.95,NA,1651685514
443,piuma,-20.8378,-40.7219,302.97,58,7,3.43,BR,1651685515
444,poum,-20.2333,164.0167,298.35,82,11,3.24,NC,1651685515
445,vostok,46.4856,135.8833,274.51,92,92,2.5,RU,1651685516
446,shingu,33.7333,135.9833,286.34,69,100,2.42,JP,1651685516
447,san cristobal,7.7669,-72.225,302.83,42,77,3.34,VE,1651685517
448,medea,36.2642,2.7539,286.01,88,63,5.14,DZ,1651685517
449,viedma,-40.8135,-62.9967,297.49,28,68,5.45,AR,1651685408
450,imeni babushkina,59.7573,43.1285,273.04,79,100,2.29,RU,1651685519
451,boa vista,2.8197,-60.6733,299.14,83,75,5.66,BR,1651685519
452,beira,-19.8436,34.8389,298.2,73,40,4.63,MZ,1651685520
453,sur,22.5667,59.5289,301.0,65,0,2.15,OM,1651685521
454,mildura,-34.2,142.15,279.86,87,2,2.06,AU,1651685521
455,chokurdakh,70.6333,147.9167,256.41,99,79,0.84,RU,1651685522
456,clyde river,70.4692,-68.5914,267.28,79,20,3.09,CA,1651685522
457,ayan,56.45,138.1667,272.21,95,97,0.2,RU,1651685523
458,port augusta,-32.5,137.7667,283.72,70,13,4.14,AU,1651685523
459,entre rios,-11.9419,-38.0844,303.15,55,65,3.81,BR,1651685524
460,rockport,28.0206,-97.0544,304.16,79,75,10.29,US,1651685524
461,plumlov,49.4661,17.015,290.81,63,87,0.45,CZ,1651685524
462,sabla,12.7525,4.7077,310.22,17,45,0.86,NG,1651685525
463,skwierzyna,52.5991,15.5065,291.43,58,87,1.63,PL,1651685526
464,saldanha,-33.0117,17.9442,291.18,92,66,4.12,ZA,1651685526
465,soligalich,59.0778,42.2864,272.53,78,95,2.01,RU,1651685528
466,bom jesus,-9.0744,-44.3586,310.38,25,78,2.63,BR,1651685528
467,pacifica,37.6138,-122.4869,298.14,68,14,0.45,US,1651685530
468,fukue,32.6881,128.8419,291.07,78,62,2.96,JP,1651685530
469,pokhara,28.2333,83.9833,294.78,73,97,1.89,NP,1651685530
470,lemery,11.2258,122.9275,298.11,86,74,2.08,PH,1651685531
471,bunia,1.5667,30.25,291.99,82,62,0.8,CD,1651685531
472,lorengau,-2.0226,147.2712,300.42,81,77,1.63,PG,1651685532
473,slave lake,55.2834,-114.769,282.14,71,100,1.03,CA,1651685533
474,lompoc,34.6391,-120.4579,297.42,62,0,2.06,US,1651685533
475,ternate,0.8,127.4,300.66,79,96,1.04,ID,1651685534
476,dalbandin,28.8947,64.4101,302.05,18,3,3.88,PK,1651685534
477,yulara,-25.2406,130.9889,287.06,62,100,3.09,AU,1651685535
478,troitskoye,52.9821,84.6757,279.2,39,87,5.46,RU,1651685535
479,patacamaya,-17.2333,-67.9167,286.63,29,92,0.84,BO,1651685399
480,macapa,0.0389,-51.0664,301.14,83,75,2.06,BR,1651685536
481,greenfield,42.9614,-88.0126,286.58,66,20,6.17,US,1651685538
482,wang saphung,17.301,101.7685,297.51,55,82,0.6,TH,1651685538
483,da nang,16.0678,108.2208,297.14,73,75,1.54,VN,1651685324
484,tifton,31.4505,-83.5085,304.42,47,40,3.6,US,1651685539
485,huanren,41.2647,125.3667,283.03,93,93,2.99,CN,1651685539
486,san jeronimo,-11.9472,-75.2829,287.46,57,70,1.03,PE,1651685540
487,lander,42.833,-108.7307,279.81,87,100,4.63,US,1651685540
488,capela do alto,-23.4706,-47.7347,292.2,55,71,7.04,BR,1651685541
489,tabatinga,-4.2525,-69.9381,299.2,89,75,2.06,BR,1651685541
490,bambanglipuro,-7.95,110.2833,297.94,90,100,1.81,ID,1651685541
491,sioux lookout,50.1001,-91.917,282.19,43,75,3.09,CA,1651685542
492,muisne,0.6,-80.0333,298.66,85,99,6.23,EC,1651685543
493,burnie,-41.0667,145.9167,278.12,90,1,2.32,AU,1651685543
494,namibe,-15.1961,12.1522,300.5,65,20,6.17,AO,1651685544
495,llanes,43.4198,-4.7549,287.45,79,47,1.78,ES,1651685544
496,ola,59.5833,151.2833,271.01,92,33,0.71,RU,1651685545
497,marzuq,14.4,46.4667,299.05,39,18,3.17,YE,1651685547
498,andros town,24.7,-77.7667,299.13,70,19,6.66,BS,1651685547
499,adrar,20.5022,-10.0711,308.66,12,6,4.24,MR,1651685548
500,tarauaca,-8.1614,-70.7656,294.73,96,99,2.51,BR,1651685548
501,yeppoon,-23.1333,150.7333,293.03,92,15,2.81,AU,1651685549
502,verkhoyansk,67.5447,133.385,261.72,98,91,1.29,RU,1651685549
503,ober-ramstadt,49.8336,8.7519,290.36,70,61,2.5,DE,1651685550
504,chern,53.4523,36.9145,277.43,66,33,4.48,RU,1651685496
505,chiredzi,-21.05,31.6667,294.62,63,91,1.78,ZW,1651685551
506,coihaique,-45.5752,-72.0662,285.49,81,75,3.09,CL,1651685551
507,diffa,13.3154,12.6113,309.26,14,18,3.93,NE,1651685551
508,harlingen,26.1906,-97.6961,304.13,75,75,11.32,US,1651685552
509,shimoda,34.6667,138.95,288.76,84,91,4.15,JP,1651685554
510,nioki,-2.7167,17.6833,296.91,86,87,1.48,CD,1651685554
511,baghpat,28.95,77.2167,298.19,37,64,3.01,IN,1651685554
512,vardo,70.3705,31.1107,269.14,100,75,9.26,NO,1651685555
513,monchegorsk,67.9397,32.8739,270.6,85,100,4.31,RU,1651685555
514,brigantine,39.4101,-74.3646,294.28,82,75,3.6,US,1651685556
515,road town,18.4167,-64.6167,302.2,74,40,6.69,VG,1651685547
516,havre-saint-pierre,50.2334,-63.5986,279.35,75,100,6.69,CA,1651685557
517,ouadda,8.0777,22.4007,293.56,91,85,2.41,CF,1651685557
518,la palma,33.8464,-118.0467,299.24,68,20,3.09,US,1651685558
519,yegorlykskaya,46.5656,40.6562,287.92,81,100,1.37,RU,1651685558
520,bairiki,1.3292,172.9752,299.15,89,20,3.6,KI,1651685559
521,barra,-11.0894,-43.1417,307.05,34,77,2.31,BR,1651685559
522,limoeiro,-7.8747,-35.4503,303.31,57,76,6.36,BR,1651685560
523,nkhotakota,-12.9274,34.2961,294.81,79,54,3.65,MW,1651685560
524,dharchula,29.85,80.5333,292.95,71,98,2.27,IN,1651685561
525,erdenet,49.0333,104.0833,272.68,82,93,6.66,MN,1651685561
526,umm lajj,25.0213,37.2685,301.41,56,24,5.09,SA,1651685561
527,songjianghe,42.1859,127.479,287.2,47,81,4.51,CN,1651685564
528,peniche,39.3558,-9.3811,295.97,77,0,7.27,PT,1651685564
529,mlimba,-8.8,35.8167,294.14,85,64,1.49,TZ,1651685565
530,dong hoi,17.4833,106.6,294.72,80,49,1.89,VN,1651685566
531,karratha,-20.7377,116.8463,300.11,32,17,8.68,AU,1651685566
532,kainan,34.15,135.2,289.17,67,100,2.26,JP,1651685567
533,hamilton,39.1834,-84.5333,288.14,80,100,4.63,US,1651685567
534,palana,59.1167,159.9667,271.2,87,100,4.1,RU,1651685415
535,corn island,12.1694,-83.0418,301.14,81,91,7.35,NI,1651685569
536,bathsheba,13.2167,-59.5167,303.49,66,20,8.75,BB,1651685569
537,ekhabi,53.5102,142.9671,270.12,96,15,3.31,RU,1651685570
538,miandrivazo,-19.5167,45.4667,298.63,66,3,0.4,MG,1651685571
539,homestead,25.4687,-80.4776,304.27,67,0,4.12,US,1651685571
540,swellendam,-34.0226,20.4417,290.39,88,55,2.31,ZA,1651685573
541,soyo,-6.1349,12.3689,299.57,89,66,4.25,AO,1651685574
542,malanville,11.8685,3.3899,311.44,18,100,1.19,BJ,1651685574
543,dovolnoye,54.4958,79.6671,281.15,37,100,3.06,RU,1651685575
544,svetlaya,46.5389,138.3297,274.39,90,96,1.73,RU,1651685575
545,oistins,13.0667,-59.5333,303.2,66,20,8.75,BB,1651685576
546,mitchell,43.7094,-98.0298,284.88,63,100,3.6,US,1651685576
547,talara,-4.5772,-81.2719,301.57,47,0,7.72,PE,1651685428
548,yar-sale,66.8333,70.8333,271.82,87,86,6.42,RU,1651685577
549,bereda,43.2686,-7.5406,288.38,69,29,3.2,ES,1651685578
550,ust-tsilma,65.441,52.1498,268.49,80,63,2.04,RU,1651685578
551,nuuk,64.1835,-51.7216,269.49,74,75,5.66,GL,1651685503
552,matagami,49.7502,-77.6328,274.21,75,100,5.14,CA,1651685579
553,ilulissat,69.2167,-51.1,265.16,67,75,5.66,GL,1651685580
554,ust-kan,50.9276,84.761,278.79,57,89,1.15,RU,1651685580
555,kajaani,64.2273,27.7285,276.18,38,0,3.6,FI,1651685581
556,pacific grove,36.6177,-121.9166,296.04,72,0,4.02,US,1651685581
557,borogontsy,62.6683,131.1683,270.4,99,100,0.82,RU,1651685582
558,high level,58.5169,-117.136,286.21,44,20,3.6,CA,1651685582
559,berbera,10.4396,45.0143,304.2,62,4,1.88,SO,1651685583
560,ous,60.9058,61.5186,277.03,92,100,4.02,RU,1651685583
561,padang,-0.9492,100.3543,298.76,81,100,1.39,ID,1651685583
562,zyryanka,65.75,150.85,271.69,92,100,0.77,RU,1651685584
563,mamakan,57.8161,114.0028,272.86,85,100,4.69,RU,1651685585
564,alyangula,-13.8483,136.4192,298.08,94,100,1.54,AU,1651685586
565,xiaoshi,41.2971,124.1209,283.67,92,88,3.97,CN,1651685586
566,panaba,21.2833,-88.2667,309.65,34,31,4.12,MX,1651685587
567,cubuk,40.2386,33.0322,284.01,66,75,5.14,TR,1651685587
568,general roca,-39.0333,-67.5833,297.38,26,100,3.4,AR,1651685541
569,dhidhdhoo,6.8833,73.1,303.17,69,100,6.39,MV,1651685588
